...1,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
4523,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,78,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelagodroma marina,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,Chordata,-37.43545186,176.6924157,white-faced storm-petrel,78
4524,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,78,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelagodroma marina,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,Chordata,-46.46035144,168.050981,white-faced storm-petrel,78
4525,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,78,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelagodroma marina,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,Chordata,-54.58059995,158.8167188,white-faced storm-petrel,78
4526,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides georgicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-25.14301283,153.0661208,NA,0
4527,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides georgicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-28.14158926,162.0556799,NA,0
4528,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides georgicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-37.43545186,176.6924157,NA,0
4529,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides georgicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-46.46035144,168.050981,NA,0
4530,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides georgicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-54.58059995,158.8167188,NA,0
4531,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,31,31,NA,NA,NA,3,6.451612903,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides urinatrix,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-25.14301283,153.0661208,NA,3
4532,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,31,31,NA,NA,NA,3,6.451612903,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides urinatrix,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-28.14158926,162.0556799,NA,3
4533,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,31,31,NA,NA,NA,3,6.451612903,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides urinatrix,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-37.43545186,176.6924157,NA,3
4534,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,31,31,NA,NA,NA,3,6.451612903,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides urinatrix,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-46.46035144,168.050981,NA,3
4535,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,31,31,NA,NA,NA,3,6.451612903,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelecanoides urinatrix,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Chordata,-54.58059995,158.8167188,NA,3
4536,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria fusca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-25.14301283,153.0661208,NA,0
4537,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria fusca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-28.14158926,162.0556799,NA,0
4538,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria fusca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-37.43545186,176.6924157,NA,0
4539,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria fusca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-46.46035144,168.050981,NA,0
4540,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria fusca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-54.58059995,158.8167188,NA,0
4541,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,1,16.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria palpebrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-25.14301283,153.0661208,NA,1
4542,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,1,16.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria palpebrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-28.14158926,162.0556799,NA,1
4543,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,1,16.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria palpebrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-37.43545186,176.6924157,NA,1
4544,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,1,16.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria palpebrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-46.46035144,168.050981,NA,1
4545,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,1,16.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Phoebetria palpebrata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebetria,Chordata,-54.58059995,158.8167188,NA,1
4546,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,221,221,NA,NA,NA,1,0.90497737599999994,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria aequinoctialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-25.14301283,153.0661208,NA,1
4547,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,221,221,NA,NA,NA,1,0.90497737599999994,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria aequinoctialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-28.14158926,162.0556799,NA,1
4548,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,221,221,NA,NA,NA,1,0.90497737599999994,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria aequinoctialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-37.43545186,176.6924157,NA,1
4549,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,221,221,NA,NA,NA,1,0.90497737599999994,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria aequinoctialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-46.46035144,168.050981,NA,1
4550,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,221,221,NA,NA,NA,1,0.90497737599999994,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria aequinoctialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-54.58059995,158.8167188,NA,1
4551,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,7,7,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria cinerea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-25.14301283,153.0661208,NA,0
4552,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,7,7,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria cinerea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-28.14158926,162.0556799,NA,0
4553,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,7,7,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria cinerea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-37.43545186,176.6924157,NA,0
4554,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,7,7,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria cinerea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-46.46035144,168.050981,NA,0
4555,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,7,7,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Procellaria cinerea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Procellaria,Chordata,-54.58059995,158.8167188,NA,0
